road,lat,lon,chainage,length,condition,name,model_type,id,Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT
N1,23.69873866,90.4588610799999,0,1800.0,-,,sourcesink,10000.0,174.0,4965.0,3478.0,3296.0,2791.0,1751.0,249.0,1579.0,3154.0,1154.0,211.0,1077.0,0.0,22591.0,1288.0,23879.0
N1,23.69873866,90.4588610799999,1800.0,11.3,A,.,bridge,10001.0,174.0,4965.0,3478.0,3296.0,2791.0,1751.0,249.0,1579.0,3154.0,1154.0,211.0,1077.0,0.0,22591.0,1288.0,23879.0
N1,23.6967012481818,90.47331799909085,1811.3,3113.7,-,,link,10002.0,174.0,4965.0,3478.0,3296.0,2791.0,1751.0,249.0,1579.0,3154.0,1154.0,211.0,1077.0,0.0,22591.0,1288.0,23879.0
N1,23.6946638363636,90.4877749181818,4925.0,6.6,A,.,bridge,10003.0,174.0,4965.0,3478.0,3296.0,2791.0,1751.0,249.0,1579.0,3154.0,1154.0,211.0,1077.0,0.0,22591.0,1288.0,23879.0
N1,23.7003735681818,90.5046510090909,4931.6,3831.3999999999996,-,,link,10004.0,174.0,4965.0,3478.0,3296.0,2791.0,1751.0,249.0,1579.0,3154.0,1154.0,211.0,1077.0,0.0,22591.0,1288.0,23879.0
N1,23.7060833,90.5215271,8763.0,1.0,-,Road to Sylhet (N2),intersection,10005.0,174.0,4965.0,3478.0,3296.0,2791.0,1751.0,249.0,1579.0,3154.0,1154.0,211.0,1077.0,0.0,22591.0,1288.0,23879.0
N1,23.70557159628375,90.52237062317565,8764.0,212.0,-,,link,10006.0,174.0,4965.0,3478.0,3296.0,2791.0,2787.0,345.0,2105.0,3154.0,1154.0,517.0,1531.0,0.0,22591.0,2048.0,24589.0
N1,23.7050598925675,90.5232141463513,8976.0,394.23,A,Kanch pur Bridge.,bridge,10007.0,174.0,4965.0,3478.0,3296.0,2791.0,2787.0,345.0,2105.0,3154.0,1154.0,517.0,1531.0,0.0,22591.0,2048.0,24589.0
N1,23.6997252533518,90.5303941119191,9370.23,1509.7700000000004,-,,link,10008.0,174.0,4965.0,3478.0,3296.0,2791.0,2787.0,345.0,2105.0,3154.0,1154.0,517.0,1531.0,0.0,22591.0,2048.0,24589.0
N1,23.6943906141361,90.5375740774869,10880.0,6.3,A,NOYAPARA CULVERT,bridge,10009.0,174.0,4965.0,3478.0,3296.0,2791.0,2787.0,345.0,2105.0,3154.0,1154.0,517.0,1531.0,0.0,22591.0,2048.0,24589.0
N1,23.694346500525953,90.53764072472475,10886.3,10.700000000000728,-,,link,10010.0,174.0,4965.0,3478.0,3296.0,2791.0,2787.0,345.0,2105.0,3154.0,1154.0,517.0,1531.0,0.0,22591.0,2048.0,24589.0
N1,23.6943023869158,90.5377073719626,10897.0,6.3,A,ADUPUR CULVERT,bridge,10011.0,174.0,4965.0,3478.0,3296.0,2791.0,2787.0,345.0,2105.0,3154.0,1154.0,517.0,1531.0,0.0,22591.0,2048.0,24589.0
N1,23.693331269392452,90.5393128808411,10903.3,392.7000000000007,-,,link,10012.0,174.0,4965.0,3478.0,3296.0,2791.0,2787.0,345.0,2105.0,3154.0,1154.0,517.0,1531.0,0.0,22591.0,2048.0,24589.0
N1,23.6923601518691,90.5409183897196,11296.0,8.3,A,NAYABARI KASPUR BOX CULVERT,bridge,10013.0,174.0,4965.0,3478.0,3296.0,2791.0,2787.0,345.0,2105.0,3154.0,1154.0,517.0,1531.0,0.0,22591.0,2048.0,24589.0
N1,23.69138822593455,90.5437506948598,11304.3,631.7000000000007,-,,link,10014.0,174.0,4965.0,3478.0,3296.0,2791.0,2787.0,345.0,2105.0,3154.0,1154.0,517.0,1531.0,0.0,22591.0,2048.0,24589.0
N1,23.6904163,90.546583,11936.0,1.0,-,Right to Syedpur (R113) left to Joydebpur N105),intersection,10015.0,153.0,4419.0,3221.0,2880.0,2408.0,2787.0,345.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.6894143130102,90.54757076454081,11937.0,302.0,-,,link,10016.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.6884123260204,90.5485585290816,12239.0,9.3,A,KHAS PARA BOX CULVERT,bridge,10017.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.6883660295918,90.5486041683673,12248.3,4.700000000000728,-,,link,10018.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.6883197331632,90.548649807653,12253.0,6.1,A,DAWAN BAG BOX CULVERT,bridge,10019.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.686951380095103,90.54992889436701,12259.1,400.89999999999964,-,,link,10020.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.685583027027,90.551207981081,12660.0,27.5,A,Madanpur Bridge.(L),bridge,10021.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.681693263513502,90.55351370804046,12687.5,886.5,-,,link,10022.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.6778035,90.5558194349999,13574.0,11.9,A,KAWTALA BOX CULVERT,bridge,10023.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.66588788,90.56661492749996,13585.9,3636.1000000000004,-,,link,10024.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.65397226,90.57741042,17222.0,20.5,A,Darikandi Bridge (L),bridge,10025.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.6518633296774,90.58097971427415,17242.5,850.5,-,,link,10026.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.6497543993548,90.5845490085483,18093.0,25.5,A,Sonakhal Bridge(L),bridge,10027.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.643854385446602,90.5891082031203,18118.5,1641.5,-,,link,10028.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.6379543715384,90.5936673976923,19760.0,6.0,A,KRIBORDI BOX CULVERT,bridge,10029.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.6332106111538,90.597984485,19766.0,1418.0,-,,link,10030.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.6284668507692,90.6023015723077,21184.0,86.92,A,Marikhali Bridge(L),bridge,10031.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.62305382361985,90.60592609144794,21270.92,1325.0800000000017,-,,link,10032.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.6176407964705,90.6095506105882,22596.0,224.8,A,ASHIR CHAR (Right),bridge,10033.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.615614090427748,90.61022678336894,22820.8,260.2000000000007,-,,link,10034.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.613587384385,90.6109029561497,23081.0,119.48,A,Ashariachar-2 Bridge.(L),bridge,10035.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.60817348647165,90.61321732635861,23200.48,1192.5200000000004,-,,link,10036.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.6027595885583,90.6155316965675,24393.0,924.85,A,Meghna Bridge,bridge,10037.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5978707356738,90.6217508168297,25317.85,797.1500000000015,-,,link,10038.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5929818827893,90.6279699370919,26115.0,5.6,A,TATULTALA CULVERT,bridge,10039.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.59189536876805,90.62910339845101,26120.6,331.40000000000146,-,,link,10040.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5908088547468,90.6302368598101,26452.0,5.5,A,BAILAKANDI CULVERT,bridge,10041.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.588563488643402,90.6323731402597,26457.5,662.5,-,,link,10042.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.58631812254,90.6345094207093,27120.0,5.6,A,MALUAKANDI CULVEDRT,bridge,10043.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.58214907369375,90.6382143648516,27125.6,1189.4000000000015,-,,link,10044.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5779800248475,90.6419193089939,28315.0,172.1,A,Bhater char Bridge (L),bridge,10045.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.574805325272,90.64366761633906,28487.1,650.9000000000015,-,,link,10046.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5716306256965,90.6454159236842,29138.0,29.85,A,Anarpara Bridge (L),bridge,10047.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5688170106743,90.6470198242062,29167.85,674.1500000000015,-,,link,10048.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5660033956521,90.6486237247282,29842.0,34.7,A,VITIKANDA - ANAR PUR CULVERT,bridge,10049.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.56259721264085,90.65218564754925,29876.7,1031.2999999999993,-,,link,10050.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5591910296296,90.6557475703703,30908.0,27.4,A,Alipur bridge(L),bridge,10051.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.55744965987805,90.6577444974636,30935.4,536.5999999999985,-,,link,10052.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5557082901265,90.6597414245569,31472.0,29.83,A,Bhaber char Bridge(L),bridge,10053.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.55372524042405,90.6620476499073,31501.83,619.1700000000019,-,,link,10054.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5517421907216,90.6643538752577,32121.000000000004,29.9,A,Baushia Bridge(L),bridge,10055.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5497399676822,90.66670464253954,32150.900000000005,626.0999999999949,-,,link,10056.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5477377446428,90.6690554098214,32777.0,9.1,A,PURRANBUICHE BOX CULVERT,bridge,10057.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.54768119419635,90.6691237377232,32786.1,9.900000000001455,-,,link,10058.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5476246437499,90.669192065625,32796.0,5.2,A,NOYAPARA,bridge,10059.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.54515503749995,90.6720106390625,32801.2,789.8000000000029,-,,link,10060.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.54268543125,90.6748292125,33591.0,72.49,A,Madhya Baushia Bridge(L),bridge,10061.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.53773031055585,90.68034966016705,33663.49,1517.510000000002,-,,link,10062.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5327751898617,90.6858701078341,35181.0,9.5,A,.,bridge,10063.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.53208742519195,90.68665951689705,35190.5,217.5,-,,link,10064.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5313996605222,90.68744892596,35408.0,25.45,A,Baushia bazar Bridge( L ),bridge,10065.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.530775811586402,90.68862205484746,35433.45,273.5500000000029,-,,link,10066.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5301519626506,90.6897951837349,35707.0,8.4,A,CHAR BOUSHEA (2),bridge,10067.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.530268217975298,90.69611772901746,35715.4,1294.5999999999985,-,,link,10068.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5303844733,90.7024402743,37010.0,1408.8,A,Daudkandi Bridge.,bridge,10069.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5311039749,90.7567278939,38418.8,9965.199999999997,-,,link,10070.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5318234765,90.8110155135,48384.0,15.9,A,Ginlatoly bridge,bridge,10071.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5323989028,90.82099649484995,48399.9,2158.0999999999985,-,,link,10072.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5329743291,90.8309774761999,50558.0,12.2,A,RAIPUR BOX CULVERT,bridge,10073.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.51716476075,90.8891809425499,50570.2,12967.800000000003,-,,link,10074.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.5013551924,90.9473844088999,63538.0,3.0,A,SONAPUR BOX CULVERT,bridge,10075.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.4973140035,90.96805222524995,63541.0,4499.0,-,,link,10076.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.4932728146,90.9887200416,68040.0,4.5,A,MILL GHAT BOX CULVERT,bridge,10077.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.4869429503,91.0280649054,68044.5,8436.5,-,,link,10078.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.480613086,91.0674097692,76481.0,1.5,A,NIMSHAR SLAB CULVERT,bridge,10079.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.479792343,91.0927878846,76482.5,5363.5,-,,link,10080.0,308.0,5253.0,3221.0,2880.0,2408.0,2787.0,393.0,2105.0,3080.0,1143.0,517.0,1531.0,0.0,22541.0,2048.0,24589.0
N1,23.4789716,91.118166,81846.0,1.0,-,Road to Brahmanbaria(N102),intersection,10081.0,308.0,5253.0,680.0,1824.0,454.0,959.0,393.0,1215.0,1997.0,617.0,128.0,174.0,0.0,13700.0,302.0,14002.0
N1,23.479189994036652,91.1210290412844,81847.0,590.0,-,,link,10082.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.4794083880733,91.1238920825688,82437.0,1.4,A,TIPRA BAZAR BOX CULVERT,bridge,10083.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.47947665603665,91.1264696132844,82438.4,550.6000000000058,-,,link,10084.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.479544924,91.129047144,82989.0,2.9,A,AMTOLI SLAB CULVERT,bridge,10085.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.4615894419136,91.13920697955939,82991.9,4721.100000000006,-,,link,10086.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.4436339598272,91.1493668151188,87713.0,23.4,A,DHANPUR RCC GIDER BRIDGE,bridge,10087.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.42064288980795,91.18639447490236,87736.4,9520.600000000006,-,,link,10088.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.3976518197887,91.2234221346859,97257.0,27.9,A,RAZAPARA RCC GIDER BRIDGE,bridge,10089.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.38450829764435,91.23421983809291,97284.9,3653.100000000006,-,,link,10090.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.3713647755,91.2450175414999,100938.0,30.48,A,Suagazi Bridge.,bridge,10091.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.35701812375,91.25475158874995,100968.48,3784.520000000004,-,,link,10092.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.342671472,91.264485636,104753.0,14.3,A,CHANSIRI BOXCUIVERT,bridge,10093.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.3364088522,91.2696824592,104767.3,1751.699999999997,-,,link,10094.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.3301462324,91.2748792824,106519.0,24.0,A,MIABAZAR BOX CULVERT,bridge,10095.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.3241079596569,91.27898300728505,106543.0,1582.0,-,,link,10096.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.3180696869138,91.2830867321701,108125.0,9.2,A,NOYA BAZER BOX CULVERT,bridge,10097.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.3080186070407,91.28705043458216,108134.2,2416.800000000003,-,,link,10098.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.2979675271676,91.2910141369942,110551.0,3.2,A,LALGORE BEZER CULVERT,bridge,10099.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.2938370829065,91.29198630405486,110554.2,954.8000000000029,-,,link,10100.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.2897066386454,91.2929584711155,111509.0,13.4,A,SUPUYA BOX CULVERT,bridge,10101.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.27367480806675,91.3002870602615,111522.4,4002.600000000006,-,,link,10102.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.2576429774881,91.3076156494075,115525.0,3.6,B,NOWA PARA BOX CULVERT,bridge,10103.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.2487175042275,91.310094867727,115528.6,2098.399999999994,-,,link,10104.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.2397920309669,91.3125740860465,117627.0,2.6,A,BALUZURI 2 CULVERT,bridge,10105.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.2379339913096,91.31278214186045,117629.6,419.3999999999942,-,,link,10106.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.2360759516523,91.3129901976744,118049.0,2.5,A,KALIR BAZAR BOX CULVERT,bridge,10107.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.232497771808248,91.31320613276574,118051.5,804.5,-,,link,10108.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.2289195919642,91.3134220678571,118856.0,3.1,B,KALIA BAZER BOC CULVERT,bridge,10109.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.22547674487095,91.3135613305952,118859.1,768.8999999999942,-,,link,10110.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.2220338977777,91.3137005933333,119628.0,6.0,A,CHADDAGRAM BAZAR BOX CULVERT,bridge,10111.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.2135362632857,91.3150086608041,119634.0,1933.0,-,,link,10112.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
N1,23.2050386287937,91.3163167282749,121567.0,6.1,A,FALGUNCORA CULVERT,bridge,10113.0,355.0,5555.0,1533.0,1824.0,630.0,1141.0,393.0,1215.0,1997.0,617.0,128.0,199.0,0.0,13718.0,302.0,14006.0
